,Physician_Name,NPI,Physician_Specialty,Company,Nature_of_Payment,Therapeutic_Area,Drug,Total_Payment,Number_of_Payments
1110,"FRALEY, MICHAEL",1730168741.0,FAMILY MEDICINE,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,IRON DEFICIENCY ANEMIA,INJECTAFER,15.77,1
1111,"FRALEY, MICHAEL",1730168741.0,FAMILY MEDICINE,"TAKEDA PHARMACEUTICALS U.S.A., INC.",FOOD AND BEVERAGE,INTERNAL MEDICINE,GATTEX,15.78,1
1112,"FRANCIS, GARY",1679666317.0,CARDIOVASCULAR DISEASE,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,UBRELVY,14.35,1
1113,"FRANCIS, GARY",1679666317.0,CARDIOVASCULAR DISEASE,NOVARTIS PHARMACEUTICALS CORPORATION,CONSULTING FEE,CARDIOVASCULAR,ENTRESTO,2772.0,1
1114,"FRANK, HILARY",1952716680.0,OBSTETRICS & GYNECOLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,MYFEMBREE,15.82,1
1115,"FRANTZ, ROBERT",1730153503.0,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,"ACTELION PHARMACEUTICALS US, INC.",CONSULTING FEE,CARDIOLOGY,OPSUMIT,1860.0,1
1116,"FRANTZ, ROBERT",1730153503.0,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,"ACTELION PHARMACEUTICALS US, INC.",FOOD AND BEVERAGE,CARDIOLOGY,OPSUMIT,25.09,1
1117,"FRASER, ROBERT",1508109786.0,CARDIOVASCULAR DISEASE,"E.R. SQUIBB & SONS, L.L.C.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",CARDIOVASCULAR,CAMZYOS,2510.0,2
1118,"FREED, JEFFREY",1437195872.0,DERMATOLOGY,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,IMMUNOLOGY,SOTYKTU,18.83,1
1119,"FREEMAN, DAVID",1871583211.0,FAMILY MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,VRAYLAR,29.62,1
1120,"FREESE, KELLY",1003227059.0,OPTOMETRIST,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,123.66,1
1121,"FRID, LEON",1639117559.0,OCCUPATIONAL HEALTH,NESTLE HEALTHCARE NUTRITION INC.,FOOD AND BEVERAGE,ENDOCRINE PANCREATIC INSUFFICIENCY,ZENPEP,12.73,1
1122,"FRIEDERICHS, GREG",1518955939.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,12.03,1
1123,"FRIEDERICHS, GREG",1518955939.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,14.32,1
1124,"FRISCH, HOPE",1396943726.0,OBSTETRICS & GYNECOLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,MYFEMBREE,30.99,2
1125,"FROELICH, JERRY",1093744120.0,NUCLEAR MEDICINE,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,ONCOLOGY,LUTATHERA,13.1,1
1126,"FUCHS, MICHAEL",1184652083.0,OPTOMETRIST,ABBVIE INC.,FOOD AND BEVERAGE,GLAUCOMA,DURYSTA,80.12,1
1127,"FUCHS, MICHAEL",1184652083.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,22.5,1
1128,"FULLER, MAX",1609373612.0,INTERNAL MEDICINE,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,CARDIOVASCULAR,LEQVIO,24.69,1
1129,"FUNK, RYAN",1871856641.0,RADIATION ONCOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,ONCOLOGY,NUBEQA,18.67,1
1130,"FUNK, RYAN",1871856641.0,RADIATION ONCOLOGY,CTI BIOPHARMA CORP.,FOOD AND BEVERAGE,HEMATOLOGY,VONJO,21.72,1
1131,"FUNK, RYAN",1871856641.0,RADIATION ONCOLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,ONCOLOGY,IMBRUVICA,11.69,1
1132,"FUNK, RYAN",1871856641.0,RADIATION ONCOLOGY,"PROGENICS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RADIOPHARMACEUTICAL,PYLARIFY,20.64,1
1133,"GADA, PURVI",1639209224.0,HEMATOLOGY & ONCOLOGY,ASTRAZENECA PHARMACEUTICALS LP,CONSULTING FEE,ONCOLOGY,TAGRISSO,2220.0,1
1134,"GADA, PURVI",1639209224.0,HEMATOLOGY & ONCOLOGY,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,ONCOLOGY,ENHERTU,16.42,1
1135,"GAERTNER, ROBERT",1942297171.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,16.35,1
1136,"GAERTNER, ROBERT",1942297171.0,UROLOGY,"PROGENICS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RADIOPHARMACEUTICAL,PYLARIFY,38.68,2
1137,"GALLAGHER, STANLEY",1831125657.0,FAMILY MEDICINE,"LILLY USA, LLC",FOOD AND BEVERAGE,DIABETES,MOUNJARO,12.03,1
1138,"GALLAGHER, STANLEY",1831125657.0,FAMILY MEDICINE,"LILLY USA, LLC",FOOD AND BEVERAGE,DIABETES,TRULICITY,12.9,1
1139,"GANICK, SAMANTHA",1447420427.0,UROLOGY,"TOLMAR PHARMACEUTICALS, INC.",EDUCATION,PROSTATE CANCER,ELIGARD,60.0,1
1140,"GAPP, JONATHAN",1760833875.0,GASTROENTEROLOGY,ABBVIE INC.,FOOD AND BEVERAGE,VIROLOGY,MAVYRET,40.43,2
1141,"GARANT, AURELIE",1376065169.0,RADIATION ONCOLOGY,DENDREON PHARMACEUTICALS LLC,FOOD AND BEVERAGE,CELLULAR BIOLOGIC TREATMENT FOR PROSTATE CANCER,PROVENGE,159.95,1
1142,"GARANT, AURELIE",1376065169.0,RADIATION ONCOLOGY,"JANSSEN SCIENTIFIC AFFAIRS, LLC",FOOD AND BEVERAGE,ONCOLOGY,ERLEADA,95.68,2
1143,"GARCIA, MARIA",1629501762.0,OPHTHALMOLOGY,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,27.36,1
1144,"GARNIER, JILL",1780848317.0,OBSTETRICS & GYNECOLOGY,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,IRON DEFICIENCY ANEMIA,INJECTAFER,16.74,1
1145,"GAROFALO, RAFE",1639102114.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,48.7,1
1146,"GAWLIK, JOHN",1740314939.0,GENERAL PRACTICE,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,11.83,1
1147,"GAZZOLA, ROBERT",1457317349.0,FAMILY MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,LILETTA,17.53,1
1148,"GEBHART, JOHN",1902884737.0,FEMALE PELVIC MEDICINE AND RECONSTRUCTIVE SURGERY,UROVANT SCIENCES INC,FOOD AND BEVERAGE,UROLOGY,GEMTESA,12.38,1
1149,"GEHRIG, KATHRYN",1417121088.0,DERMATOLOGY,"LILLY USA, LLC",FOOD AND BEVERAGE,IMMUNOLOGY,TALTZ,14.18,1
1150,"GEISE, GREGORY",1144221938.0,INTERNAL MEDICINE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,16.24,1
1151,"GEORGE, ELIZABETH",1871987230.0,OBSTETRICS & GYNECOLOGY,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,IRON DEFICIENCY ANEMIA,INJECTAFER,24.41,1
1152,"GEORGE, ELIZABETH",1871987230.0,OBSTETRICS & GYNECOLOGY,"EXELTIS, USA INC.",FOOD AND BEVERAGE,ORAL CONTRACEPTIVE,SLYND,15.53,1
1153,"GEORGE, PIERRE",1285743781.0,DERMATOLOGY,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,IMMUNOLOGY,SOTYKTU,14.73,1
1154,"GEORGE, PIERRE",1285743781.0,DERMATOLOGY,INCYTE CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,OPZELURA,16.53,1
1155,"GEORGE, PIERRE",1285743781.0,MOHS-MICROGRAPHIC SURGERY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,IMMUNOLOGY,TREMFYA,14.95,1
1156,"GERBER, ROMAN",1831486372.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,17.12,1
1157,"GERTEN, KIMBERLY",1083658181.0,GYNECOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,WOMENS HEALTH,MIRENA,16.19,1
1158,"GERTZ, MORIE",1265402366.0,HEMATOLOGY,ALNYLAM PHARMACEUTICALS INC.,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",GENETIC DISEASE,AMVUTTRA,1360.0,1
1159,"GERTZ, MORIE",1265402366.0,HEMATOLOGY,ALNYLAM PHARMACEUTICALS INC.,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",GENETIC DISEASE,ONPATTRO,3060.0,2
1160,"GERTZ, MORIE",1265402366.0,HEMATOLOGY,"APELLIS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,HEMATOLOGY,EMPAVELI,26.49,1
1161,"GHARIB, HOSSEIN",1265419501.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",AMRYT PHARMA HOLDINGS LTD,FOOD AND BEVERAGE,ENDOCRINOLOGY,MYCAPSSA,55.35,1
1162,"GHAZALI, MASOOD",1528012051.0,ADDICTION MEDICINE,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,NEUROSCIENCE,ZEPOSIA,14.66,1
1163,"GHIMIRE, ROSHAN",1184936072.0,INTERNAL MEDICINE,"OTSUKA AMERICA PHARMACEUTICAL, INC.",FOOD AND BEVERAGE,PSYCHIATRY,REXULTI,48.83,2
1164,"GHOSH, PARTHA",1235303678.0,NEUROLOGY,"PTC THERAPEUTICS, INC.",EDUCATION,DMD,EMFLAZA,20.64,2
1165,"GIANNONATTI, KYNNDYL",1215599980.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,14.96,1
1166,"GIAQUINTO, CECILY",1033798798.0,GENERAL PRACTICE,GC AMERICA INC.,FOOD AND BEVERAGE,PREVENTIVE,MIPASTE ONE,12.66,1
1167,"GILBERT, AMY",1346233731.0,FAMILY MEDICINE,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,NEUROSCIENCE,KESIMPTA,23.5,1
1168,"GILL, GINA",1861427767.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,12.29,1
1169,"GILL, MARGARET",1023095619.0,FAMILY MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,LILETTA,55.120000000000005,3
1170,"GILL, MARGARET",1023095619.0,FAMILY MEDICINE,VIIV HEALTHCARE COMPANY,FOOD AND BEVERAGE,HIV,DOVATO,21.63,1
1171,"GILL, PAULA",1750363909.0,HEMATOLOGY & ONCOLOGY,EISAI INC.,FOOD AND BEVERAGE,ONCOLOGY,LENVIMA,20.04,1
1172,"GILLES, THOMAS",1164617866.0,FAMILY MEDICINE,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,CARDIO-RENAL,KERENDIA,14.39,1
1173,"GIRIDHAR, KARTHIK",1962778183.0,MEDICAL ONCOLOGY,"GILEAD SCIENCES, INC.",CONSULTING FEE,ONC,TRODELVY,5020.0,1
1174,"GIRIDHAR, KARTHIK",1962778183.0,MEDICAL ONCOLOGY,"GILEAD SCIENCES, INC.",FOOD AND BEVERAGE,ONC,TRODELVY,79.62,2
1175,"GIRIDHAR, KARTHIK",1962778183.0,MEDICAL ONCOLOGY,TERSERA THERAPEUTICS LLC,CONSULTING FEE,ONCOLOGY,ZOLADEX,1056.0,1
1176,"GIRIDHAR, KARTHIK",1962778183.0,MEDICAL ONCOLOGY,TERSERA THERAPEUTICS LLC,FOOD AND BEVERAGE,ONCOLOGY,ZOLADEX,125.63,2
1177,"GITS, COLTON",1588199905.0,RADIATION ONCOLOGY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,ONCOLOGY,GILOTRIF,18.85,1
1178,"GITZEN, MICHAEL",1770534547.0,DENTIST,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,11.72,1
1179,"GLASER, ALESSANDRA",1275949711.0,FAMILY MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,VRAYLAR,34.78,2
1180,"GLASER, ALESSANDRA",1275949711.0,FAMILY MEDICINE,BIOHAVEN PHARMACEUTICAL HOLDING COMPANY LTD.,FOOD AND BEVERAGE,PRIMARY CARE,NURTEC ODT,57.85,2
1181,"GLASER, ALESSANDRA",1275949711.0,FAMILY MEDICINE,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,OZEMPIC,59.959999999999994,3
1182,"GLASER, ALESSANDRA",1275949711.0,FAMILY MEDICINE,"TAKEDA PHARMACEUTICALS U.S.A., INC.",FOOD AND BEVERAGE,NEUROSCIENCE,VYVANSE,15.62,1
1183,"GLASER, SCOTT",1487644969.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,46.0,1
1184,"GO, JOHN RAYMOND",1932581477.0,INFECTIOUS DISEASE,ABBVIE INC.,FOOD AND BEVERAGE,ANTI-INFECTIVE,DALVANCE,15.62,1
1185,"GOAD, ERIC",1083690689.0,PSYCHIATRY,LUNDBECK LLC,FOOD AND BEVERAGE,PSYCHIATRY,REXULTI,12.04,1
1186,"GODDARD, ADAM",1376657684.0,OPHTHALMOLOGY,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,13.56,1
1187,"GODFREY, CHARLES",1962563536.0,PSYCHIATRY,"JANSSEN PHARMACEUTICALS, INC",FOOD AND BEVERAGE,NEUROSCIENCE,INVEGA SUSTENNA,13.74,1
1188,"GOELKEL GARCIA, LILIANA",1659804524.0,ANESTHESIOLOGY,"HERON THERAPEUTICS, INC.",FOOD AND BEVERAGE,POSTOPERATIVE PAIN,ZYNRELEF,80.52,1
1189,"GOERISH, CARLA",1871571893.0,OBSTETRICS & GYNECOLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,UROLOGY,MYRBETRIQ,12.29,1
1190,"GOERISH, CARLA",1871571893.0,OBSTETRICS & GYNECOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,WOMENS HEALTH,MIRENA,15.91,1
1191,"GOERISH, CARLA",1871571893.0,OBSTETRICS & GYNECOLOGY,"EXELTIS, USA INC.",FOOD AND BEVERAGE,ORAL CONTRACEPTIVE,SLYND,30.3,2
1192,"GOERLITZ-JESSEN, MARK",1790132603.0,OPHTHALMOLOGY,"DOMPE US, INC.",FOOD AND BEVERAGE,SOLUTION/ DROPS,OXERVATE,23.5,1
1193,"GOERLITZ-JESSEN, MARK",1790132603.0,OPHTHALMOLOGY,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,72.07,1
1194,"GOETZ, MATTHEW",1255310611.0,MEDICAL ONCOLOGY,ELI LILLY AND COMPANY,CONSULTING FEE,ONCOLOGY,VERZENIO,800.0,1
1195,"GOLDBERG, GARY",1013995034.0,UROLOGY,"ACCORD HEALTHCARE, INC.",FOOD AND BEVERAGE,ONCOLOGY,CAMCEVI,32.7,2
1196,"GOLDBERG, GARY",1013995034.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,33.43,2
1197,"GOLDBERG, GARY",1013995034.0,UROLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,UROLOGY,MYRBETRIQ,17.33,1
1198,"GOLDBERG, GARY",1013995034.0,UROLOGY,BLUE EARTH DIAGNOSTICS LIMITED,FOOD AND BEVERAGE,DIAGNOSTIC IMAGING,AXUMIN,13.4,1
1199,"GOLDBERG, GARY",1013995034.0,UROLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,ORGOVYX,11.74,1
1200,"GOLDBERG, GARY",1013995034.0,UROLOGY,"PROGENICS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RADIOPHARMACEUTICAL,PYLARIFY,28.130000000000003,2
1201,"GOLDFARB, NOAH",1417188939.0,DERMATOLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,IMMUNOLOGY,TREMFYA,118.0,1
1202,"GOLDFARB, SAMUEL",1740202027.0,PEDIATRIC PULMONOLOGY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",CONSULTING FEE,RESPIRATORY,OFEV,8680.0,1
1203,"GOLDFARB, SAMUEL",1740202027.0,PEDIATRIC PULMONOLOGY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RESPIRATORY,OFEV,42.11,2
1204,"GOLDFARB, SAMUEL",1740202027.0,PEDIATRIC PULMONOLOGY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRAVEL AND LODGING,RESPIRATORY,OFEV,1239.47,3
1205,"GOLDSMITH, STEVEN",1285673947.0,CARDIOVASCULAR DISEASE,"OTSUKA PHARMACEUTICAL CO., LTD.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",NEPHROLOGY,SAMSCA,4200.0,2
1206,"GOLDSMITH, TIMOTHY",1114912573.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,49.48,1
1207,"GOLDSMITH, WENDY",1710972955.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,49.48,1
1208,"GOLDSTEIN, MITCHELL",1497773030.0,SURGERY,"JANSSEN PHARMACEUTICALS, INC",FOOD AND BEVERAGE,CARDIOVASCULAR & METABOLISM,XARELTO,17.09,1
1209,"GOLDSTEIN, MITCHELL",1497773030.0,SURGERY,"TEVA PHARMACEUTICALS USA, INC.",FOOD AND BEVERAGE,CENTRAL NERVOUS SYSTEM,AUSTEDO,12.75,1
1210,"GOMEZ-URENA, ERIC",1477758399.0,INFECTIOUS DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,16.24,1
1211,"GONZALEZ QUIROS, HERNANDO",1346553294.0,GASTROENTEROLOGY,"QOL MEDICAL, LLC",FOOD AND BEVERAGE,THERAPY FOR CSID,SUCRAID,15.47,1
1212,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",ABBVIE INC.,FOOD AND BEVERAGE,ENDOCRINOLOGY,CREON,24.62,1
1213,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,QULIPTA,11.65,1
1214,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,ORIAHNN,14.96,1
1215,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",AMRYT PHARMA HOLDINGS LTD,FOOD AND BEVERAGE,ENDOCRINOLOGY,MYCAPSSA,13.99,1
1216,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM","ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,13.74,1
1217,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",CORCEPT THERAPEUTICS,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",ENDOCRINOLOGY,KORLYM,1400.0,1
1218,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NESTLE HEALTHCARE NUTRITION INC.,FOOD AND BEVERAGE,ENDOCRINE PANCREATIC INSUFFICIENCY,ZENPEP,11.87,1
1219,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,CARDIOVASCULAR,LEQVIO,37.84,2
1220,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NOVO NORDISK INC,EDUCATION,OBESITY,SAXENDA,32.27,1
1221,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NOVO NORDISK INC,EDUCATION,OBESITY,WEGOVY,96.81,3
1222,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,OZEMPIC,10.97,1
1223,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,RYBELSUS,9.45,1
1224,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM",NOVO NORDISK INC,FOOD AND BEVERAGE,OBESITY,SAXENDA,8.47,1
1225,"GONZALEZ-CAMPOY, JOSEPH",1720033640.0,"ENDOCRINOLOGY, DIABETES & METABOLISM","XERIS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,DIABETES,GVOKE PFS,13.34,1
1226,"GOODMAN, SHEILA",1144224965.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,ORILISSA,16.45,1
1227,"GORALSKI, KATHRYN",1174543656.0,OBSTETRICS & GYNECOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,WOMENS HEALTH,SKYLA,13.52,1
1228,"GORALSKI, KATHRYN",1174543656.0,OBSTETRICS & GYNECOLOGY,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,IRON DEFICIENCY ANEMIA,INJECTAFER,20.4,1
1229,"GORMLEY, MARK",1558392068.0,PHYSICAL MEDICINE & REHABILITATION,"IPSEN BIOPHARMACEUTICALS, INC","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",NEUROLOGY,DYSPORT,2250.0,1
1230,"GORNICK, CHARLES",1376597237.0,CARDIOVASCULAR DISEASE,PFIZER INC.,FOOD AND BEVERAGE,CARDIOVASCULAR;METABOLIC DISEASE,ELIQUIS,13.33,1
1231,"GOTTWALD, JOSEPH",1992332985.0,ANESTHESIOLOGY,ACACIA PHARMA INC,FOOD AND BEVERAGE,ANESTHESIOLOGY,BYFAVO,16.61,1
1232,"GOWEN, MICHAEL",1508357799.0,DERMATOLOGY,INCYTE CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,OPZELURA,28.93,2
1233,"GOYAL, DINESH",1093718892.0,OPHTHALMOLOGY,ALCON VISION LLC,FOOD AND BEVERAGE,OPHTHALMOLOGY,SIMBRINZA,20.35,1
1234,"GOYAL, DINESH",1093718892.0,OPHTHALMOLOGY,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,27.32,2
1235,"GOYAL, GAURAV",1346681772.0,HEMATOLOGY & ONCOLOGY,ASTELLAS PHARMA GLOBAL DEVELOPMENT,FOOD AND BEVERAGE,INFECTIOUS DISEASES,CRESEMBA,49.21,1
1236,"GOYAL-O'LEARY, AMRITA",1801273545.0,DERMATOLOGY,BIOFRONTERA INC.,FOOD AND BEVERAGE,DERMATOLOGY,AMELUZ,17.32,1
1237,"GOYAL-O'LEARY, AMRITA",1801273545.0,DERMATOLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,IMMUNOLOGY,TREMFYA,14.81,1
1238,"GOYAL-O'LEARY, AMRITA",1801273545.0,DERMATOLOGY,PFIZER INC.,FOOD AND BEVERAGE,DERMATOLOGY,EUCRISA,25.07,2
1239,"GOYAL-O'LEARY, AMRITA",1801273545.0,INTERNAL MEDICINE,AMGEN INC.,FOOD AND BEVERAGE,INFLAMMATION,OTEZLA,11.35,1
1240,"GRACZA, EDWARD",1417000779.0,DENTIST,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,12.36,1
1241,"GRADO, GORDON",1225092745.0,RADIATION ONCOLOGY,GENZYME CORPORATION,FOOD AND BEVERAGE,ONCOLOGY,JEVTANA,22.58,1
1242,"GRAHAM, LISA",1720059603.0,OPHTHALMOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,12.18,1
1243,"GRAHAM, LISA",1720059603.0,OPHTHALMOLOGY,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,17.18,1
1244,"GRAHAM, NATHANIEL",1447586987.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,14.62,1
1245,"GRAIF, JOSEPH",1558381814.0,PULMONARY DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,32.48,2
1246,"GRAJCZYK, JESSICA",1154531192.0,OBSTETRICS & GYNECOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,WOMENS HEALTH,MIRENA,16.23,1
1247,"GRANDE, KATHRYN",1891924718.0,OBSTETRICS & GYNECOLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,UROLOGY,MYRBETRIQ,12.89,1
1248,"GRANDE, KATHRYN",1891924718.0,OBSTETRICS & GYNECOLOGY,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,IRON DEFICIENCY ANEMIA,INJECTAFER,17.88,1
